出发机场,到达机场,航班号,计划出发,计划到达,实际出发,实际到达,飞机号,是否取消,计划出发日期,计划到达日期,实际出发日期,实际到达日期,出发延迟,到达延迟,出发经度,出发纬度,到达经度,到达纬度,距离,平均温度,最高温度,最低温度,降水量,气压,风向,风速
HET,CGO,GS6537,1443933600,1443938400,1443934080.0,1443938340.0,1098.0,正常,2015-10-04,2015-10-04,2015-10-04,2015-10-04,8.0,-1.0,111,40,113,34,334,12.0,19.3,4.7,0.0,1023.4,291.0,13.0
SHA,URC,MU5633,1445813100,1445834100,1445813520.0,1445830860.0,1651.0,正常,2015-10-25,2015-10-26,2015-10-25,2015-10-26,7.0,-54.0,121,31,88,43,3664,21.0,22.7,19.3,0.0,1021.4,77.0,8.0
HRB,PVG,FM9174,1445410200,1445420100,1445410380.0,1445420040.0,2251.0,正常,2015-10-21,2015-10-21,2015-10-21,2015-10-21,3.0,-1.0,126,45,121,31,1020,4.3,11.8,-3.1,0.0,1021.9,218.0,11.0
NKG,TYN,MU2136,1444531200,1444537800,1444535220.0,1444540980.0,337.0,正常,2015-10-11,2015-10-11,2015-10-11,2015-10-11,67.0,53.0,118,31,112,37,723,15.8,22.7,9.0,0.0,1022.2,335.0,6.0
SYX,TYN,ZH9432,1445502900,1445515800,1445504400.0,1445514780.0,1169.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,25.0,-17.0,109,18,112,37,807,23.6,26.3,20.8,0.0,1013.0,51.0,14.0
NKG,CKG,PN6202,1444223700,1444232100,1444224420.0,1444231680.0,1075.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,12.0,-7.0,118,31,106,29,1336,19.6,20.2,19.1,9.3,1012.5,71.0,13.0
HET,URC,CZ6928,1443873600,1443886200,1443873660.0,1443884460.0,920.0,正常,2015-10-03,2015-10-03,2015-10-03,2015-10-03,1.0,-29.0,111,40,88,43,2557,11.2,18.6,3.7,0.0,1023.4,277.0,13.0
TYN,KMG,3U8366,1444392900,1444403400,1444392960.0,1444402200.0,2005.0,正常,2015-10-09,2015-10-09,2015-10-09,2015-10-09,1.0,-20.0,112,37,102,24,1182,12.1,20.7,3.4,0.0,1015.6,271.0,11.0
SYX,SZX,HU7343,1444206300,1444212000,1444207260.0,1444211760.0,1584.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,16.0,-4.0,109,18,113,22,472,25.1,28.4,21.7,2.2,1012.9,169.0,8.0
FOC,KMG,MU9599,1445054700,1445065200,1445058360.0,1445067780.0,1613.0,正常,2015-10-17,2015-10-17,2015-10-17,2015-10-17,61.0,43.0,119,26,102,24,1891,23.2,26.4,20.0,0.0,1016.8,9.0,8.0
HFE,KMG,MU5077,1444199700,1444209300,1444200540.0,1444209660.0,1171.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,14.0,6.0,117,31,102,24,1685,20.8,22.3,19.3,3.6,1012.7,7.0,9.0
HFE,SZX,ZH9990,1443873600,1443881700,1443873900.0,1443880260.0,956.0,正常,2015-10-03,2015-10-03,2015-10-03,2015-10-03,5.0,-24.0,117,31,113,22,612,19.4,24.6,14.2,0.1,1021.4,71.0,4.0
HFE,HET,MF8175,1444898700,1444904700,1444899900.0,1444906140.0,1390.0,正常,2015-10-15,2015-10-15,2015-10-15,2015-10-15,20.0,24.0,117,31,111,40,779,21.1,29.2,13.1,0.0,1018.3,277.0,4.0
TAO,HRB,QW9783,1445209800,1445217000,1445210040.0,1445216160.0,1575.0,正常,2015-10-18,2015-10-19,2015-10-18,2015-10-19,4.0,-14.0,120,36,126,45,859,20.2,22.4,18.1,0.0,1021.4,136.0,7.0
TAO,XMN,CZ6259,1444026600,1444035300,1444027500.0,1444035480.0,896.0,正常,2015-10-05,2015-10-05,2015-10-05,2015-10-05,15.0,3.0,120,36,118,24,682,21.6,23.3,19.9,0.0,1021.8,177.0,9.0
TGO,HET,G52768,1443696600,1443702900,1443696600.0,1443702360.0,1373.0,正常,2015-10-01,2015-10-01,2015-10-01,2015-10-01,0.0,-9.0,122,43,111,40,1231,10.2,14.4,6.1,0.0,1004.4,281.0,11.0
URC,SZX,HU7743,1445519100,1445535900,1445519760.0,1445536680.0,929.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,11.0,13.0,88,43,113,22,2766,9.2,14.3,4.0,0.0,1017.4,77.0,5.0
CKG,WUH,MF8408,1445920800,1445926200,1445921400.0,1445925720.0,603.0,正常,2015-10-27,2015-10-27,2015-10-27,2015-10-27,10.0,-8.0,106,29,114,30,890,17.4,19.0,15.7,0.0,1017.9,317.0,5.0
SYX,PEK,CZ6713,1444911600,1444925700,1444912680.0,1444925280.0,583.0,正常,2015-10-15,2015-10-15,2015-10-15,2015-10-15,18.0,-7.0,109,18,116,40,1205,23.9,26.4,21.4,0.0,1014.9,27.0,21.0
TYN,CTU,EU2270,1443855300,1443863400,1443855840.0,1443863400.0,169.0,正常,2015-10-03,2015-10-03,2015-10-03,2015-10-03,9.0,0.0,112,37,104,30,919,13.0,21.4,4.6,0.0,1024.0,180.0,5.0
PVG,WUH,CZ3544,1445869500,1445877300,1445871600.0,1445876580.0,811.0,正常,2015-10-26,2015-10-26,2015-10-26,2015-10-26,35.0,-12.0,121,31,114,30,780,21.4,25.9,17.0,8.5,1016.5,189.0,12.0
TAO,NKG,GS7595,1445319900,1445324700,1445320500.0,1445324040.0,1410.0,正常,2015-10-20,2015-10-20,2015-10-20,2015-10-20,10.0,-11.0,120,36,118,31,349,19.8,22.3,17.2,0.0,1017.3,161.0,8.0
WUH,SZX,CZ3357,1444099200,1444105200,1444102080.0,1444107120.0,2006.0,正常,2015-10-06,2015-10-06,2015-10-06,2015-10-06,48.0,32.0,114,30,113,22,371,20.4,21.6,19.2,54.7,1014.2,102.0,6.0
SJW,SHA,9C8766,1444917600,1444924200,1444921440.0,1444926780.0,525.0,正常,2015-10-15,2015-10-15,2015-10-15,2015-10-15,64.0,43.0,114,38,121,31,856,22.0,28.4,15.6,0.0,1017.5,240.0,7.0
HFE,HRB,ZH9420,1444384800,1444393800,1444385880.0,1444396020.0,977.0,正常,2015-10-09,2015-10-09,2015-10-09,2015-10-09,18.0,37.0,117,31,126,45,1283,19.1,23.3,15.0,0.0,1016.1,270.0,8.0
XMN,HFE,CZ3837,1445586300,1445591400,1445587740.0,1445592360.0,917.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,24.0,16.0,118,24,117,31,375,25.1,29.1,21.1,0.0,1013.6,36.0,9.0
JDZ,SHA,ZH9721,1444740600,1444745100,1444742580.0,1444746360.0,1332.0,正常,2015-10-13,2015-10-13,2015-10-13,2015-10-13,33.0,21.0,117,29,121,31,457,19.9,26.9,13.0,0.0,1021.9,13.0,3.0
PVG,SHE,HO1285,1444624500,1444633800,1444627560.0,1444635060.0,871.0,正常,2015-10-12,2015-10-12,2015-10-12,2015-10-12,51.0,21.0,121,31,123,41,629,16.6,22.7,10.6,0.0,1023.9,289.0,5.0
XMN,PEK,CA1802,1445730900,1445741100,1445732700.0,1445741040.0,1161.0,正常,2015-10-24,2015-10-25,2015-10-25,2015-10-25,30.0,-1.0,118,24,116,40,835,26.1,28.7,23.4,0.0,1016.6,57.0,10.0
WUH,TYN,CZ3783,1443775500,1443780900,1443776760.0,1443781440.0,1534.0,正常,2015-10-02,2015-10-02,2015-10-02,2015-10-02,21.0,9.0,114,30,112,37,376,18.9,26.6,11.2,0.0,1017.5,63.0,4.0
CGO,HRB,ZH9436,1445600400,1445610000,1445603400.0,1445611740.0,1229.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,50.0,29.0,113,34,126,45,1560,15.2,19.9,10.6,0.0,1019.3,97.0,3.0
HFE,TYN,HU7030,1445506200,1445511300,1445516280.0,1445520900.0,1691.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,168.0,160.0,117,31,112,37,620,20.4,25.4,15.5,0.0,1018.8,65.0,7.0
HFE,SHE,PN6247,1444267800,1444276200,1444270260.0,1444277520.0,1219.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,41.0,22.0,117,31,123,41,866,18.4,20.0,16.8,,1017.8,345.0,7.0
SJW,HRB,NS3255,1445420100,1445427300,1445420760.0,1445427120.0,728.0,正常,2015-10-21,2015-10-21,2015-10-21,2015-10-21,11.0,-3.0,114,38,126,45,1387,11.3,13.3,9.4,8.0,1024.6,14.0,9.0
TAO,HGH,SC4775,1445253000,1445258700,1445255220.0,1445260320.0,44.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,37.0,27.0,120,36,120,30,333,18.6,21.5,15.6,0.0,1017.1,180.0,7.0
HGH,PEK,JD5352,1445596500,1445604600,1445598420.0,1445604660.0,1402.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,32.0,1.0,120,30,116,40,684,21.2,24.2,18.2,0.0,1017.8,336.0,4.0
CKG,TNA,SC1178,1443869400,1443877200,1443869940.0,1443876000.0,897.0,正常,2015-10-03,2015-10-03,2015-10-03,2015-10-03,9.0,-20.0,106,29,116,36,1144,19.8,21.4,18.1,13.4,1020.5,281.0,3.0
XMN,WUH,CZ3842,1443674100,1443680100,1443674760.0,1443680220.0,23.0,正常,2015-10-01,2015-10-01,2015-10-01,2015-10-01,11.0,2.0,118,24,114,30,531,27.8,30.8,24.7,,1013.0,215.0,8.0
SJW,CKG,SC4794,1444218000,1444226100,1444218600.0,1444225920.0,681.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,10.0,-3.0,114,38,106,29,950,23.3,28.7,17.9,0.0,1015.2,111.0,7.0
HGH,CGO,3U8953,1444955100,1444960800,1444956120.0,1444961220.0,58.0,正常,2015-10-16,2015-10-16,2015-10-16,2015-10-16,17.0,7.0,120,30,113,34,802,20.4,26.2,14.6,0.0,1019.4,64.0,5.0
SJW,SZX,9C8905,1445177100,1445187000,1445180040.0,1445188680.0,580.0,正常,2015-10-18,2015-10-18,2015-10-18,2015-10-18,49.0,28.0,114,38,113,22,716,15.8,18.0,13.5,0.0,1023.7,34.0,7.0
FOC,CTU,MF8451,1444210200,1444220700,1444213620.0,1444222860.0,2240.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,57.0,36.0,119,26,104,30,1674,24.0,25.2,22.8,2.9,1012.9,70.0,6.0
PVG,HRB,FM9171,1444263000,1444272900,1444263840.0,1444272660.0,621.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,14.0,-4.0,121,31,126,45,1020,20.1,21.6,18.5,1.7,1015.5,8.0,9.0
SJW,NKG,NS3225,1444693500,1444699500,1444694220.0,1444699140.0,177.0,正常,2015-10-12,2015-10-13,2015-10-12,2015-10-13,12.0,-6.0,114,38,118,31,559,19.2,25.9,12.6,0.0,1021.9,242.0,8.0
HET,CGO,HU7022,1444128000,1444132500,1444128480.0,1444132800.0,1566.0,正常,2015-10-06,2015-10-06,2015-10-06,2015-10-06,8.0,5.0,111,40,113,34,334,14.3,21.4,7.2,0.0,1016.8,296.0,10.0
HFE,HET,MF8655,1444011000,1444017000,1444012500.0,1444018860.0,193.0,正常,2015-10-05,2015-10-05,2015-10-05,2015-10-05,25.0,31.0,117,31,111,40,779,21.4,24.1,18.8,0.3,1021.3,107.0,7.0
NKG,SZX,PN6298,1444047900,1444056300,1444049760.0,1444057500.0,491.0,正常,2015-10-05,2015-10-05,2015-10-05,2015-10-05,31.0,20.0,118,31,113,22,701,20.4,23.1,17.8,,1021.6,123.0,9.0
NKG,HRB,HU7753,1444284300,1444293300,1444285260.0,1444293180.0,399.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,16.0,-2.0,118,31,126,45,1208,18.4,19.5,17.3,0.1,1017.0,354.0,8.0
XMN,KWL,SC4763,1443997800,1444003200,1443998400.0,1444003320.0,975.0,正常,2015-10-04,2015-10-05,2015-10-04,2015-10-05,10.0,2.0,118,24,110,25,890,27.6,30.4,24.8,0.0,1018.6,67.0,9.0
WUH,SHE,CZ6304,1445773200,1445783100,1445772540.0,1445780040.0,1729.0,正常,2015-10-25,2015-10-25,2015-10-25,2015-10-25,-11.0,-51.0,114,30,123,41,1154,21.6,27.4,15.8,0.0,1017.0,89.0,5.0
CTU,URC,CZ6942,1444971300,1444985100,1444972200.0,1444983180.0,2486.0,正常,2015-10-16,2015-10-16,2015-10-16,2015-10-16,15.0,-32.0,104,30,88,43,1774,24.4,30.7,18.1,26.6,1013.8,316.0,5.0
HGH,KWL,HU7025,1445234400,1445242200,1445236860.0,1445244060.0,2360.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,41.0,31.0,120,30,110,25,1135,19.7,24.3,15.1,0.0,1015.6,55.0,5.0
NKG,TAO,MU2257,1443681900,1443686100,1443684780.0,1443688260.0,1224.0,正常,2015-10-01,2015-10-01,2015-10-01,2015-10-01,48.0,36.0,118,31,120,36,349,21.1,23.6,18.6,0.0,1017.1,330.0,12.0
CTU,TAO,MU5448,1445649900,1445659200,1445650380.0,1445658660.0,1651.0,正常,2015-10-24,2015-10-24,2015-10-24,2015-10-24,8.0,-9.0,104,30,120,36,1794,23.0,25.5,20.5,0.0,1012.1,324.0,7.0
HET,PEK,CA1106,1445261700,1445266500,1445262420.0,1445265420.0,851.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,12.0,-18.0,111,40,116,40,555,11.6,19.3,3.9,0.0,1015.2,292.0,10.0
XMN,SZX,HU7066,1445930400,1445934900,1445934240.0,1445937660.0,991.0,正常,2015-10-27,2015-10-27,2015-10-27,2015-10-27,64.0,46.0,118,24,113,22,564,25.8,29.9,21.6,0.0,1016.2,123.0,8.0
FOC,SZX,MF8367,1445485500,1445489700,1445485740.0,1445490180.0,2223.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,4.0,8.0,119,26,113,22,694,23.9,26.4,21.3,0.0,1015.0,14.0,8.0
HFE,SZX,HU7746,1444132200,1444140000,1444132500.0,1444138860.0,399.0,正常,2015-10-06,2015-10-06,2015-10-06,2015-10-06,5.0,-19.0,117,31,113,22,612,20.4,21.9,19.0,11.3,1016.6,101.0,6.0
HET,URC,JD5119,1444524000,1444536300,1444524540.0,1444534080.0,561.0,正常,2015-10-11,2015-10-11,2015-10-11,2015-10-11,9.0,-37.0,111,40,88,43,2557,9.7,16.1,3.3,0.0,1027.6,321.0,17.0
URC,TYN,SC4612,1445841000,1445853000,1445841360.0,1445852460.0,1888.0,正常,2015-10-26,2015-10-26,2015-10-26,2015-10-26,6.0,-9.0,88,43,112,37,2667,3.2,6.9,-0.5,0.0,1029.7,139.0,5.0
SHE,TNA,HU7840,1444637700,1444643100,1444638420.0,1444643100.0,644.0,正常,2015-10-12,2015-10-12,2015-10-12,2015-10-12,12.0,0.0,123,41,116,36,824,9.9,17.3,2.6,0.0,1017.7,210.0,6.0
HET,PEK,JD5120,1443800100,1443804600,1443800700.0,1443804180.0,561.0,正常,2015-10-02,2015-10-02,2015-10-02,2015-10-02,10.0,-7.0,111,40,116,40,555,9.0,17.0,1.0,0.0,1019.9,344.0,9.0
CGO,KMG,MU5840,1445254200,1445263800,1445255340.0,1445263620.0,1296.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,19.0,-3.0,113,34,102,24,1263,19.6,24.1,15.0,0.0,1015.8,129.0,5.0
SYX,PEK,CA9634,1443930900,1443944400,1443934260.0,1443946500.0,358.0,正常,2015-10-04,2015-10-04,2015-10-04,2015-10-04,56.0,35.0,109,18,116,40,1205,24.7,26.7,22.7,4.9,1009.4,239.0,17.0
SHA,SZX,9C8917,1445210400,1445218500,1445210760.0,1445217600.0,754.0,正常,2015-10-18,2015-10-19,2015-10-18,2015-10-19,6.0,-15.0,121,31,113,22,996,19.3,23.8,14.8,0.0,1020.1,60.0,8.0
PVG,HET,CA1554,1445767800,1445776800,1445769120.0,1445777700.0,2277.0,正常,2015-10-25,2015-10-25,2015-10-25,2015-10-25,22.0,15.0,121,31,111,40,1192,21.0,22.7,19.3,0.0,1021.4,77.0,8.0
TYN,KMG,DR6530,1446015600,1446026100,1446016140.0,1446025500.0,676.0,正常,2015-10-28,2015-10-28,2015-10-28,2015-10-28,9.0,-10.0,112,37,102,24,1182,8.4,16.7,0.1,0.0,1023.3,37.0,5.0
HGH,SYX,CZ6483,1444024500,1444034700,1444025640.0,1444034520.0,473.0,正常,2015-10-05,2015-10-05,2015-10-05,2015-10-05,19.0,-3.0,120,30,109,18,1336,18.7,19.4,18.0,4.4,1021.2,334.0,6.0
URC,HET,JD5120,1443960300,1443970800,1443961740.0,1443971640.0,561.0,正常,2015-10-04,2015-10-04,2015-10-04,2015-10-04,24.0,14.0,88,43,111,40,2557,18.4,25.4,11.5,0.0,1013.8,133.0,14.0
SYX,TYN,JD5187,1444299000,1444310700,1444299780.0,1444310640.0,1244.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,13.0,-1.0,109,18,112,37,807,26.1,28.5,23.7,0.0,1011.8,204.0,9.0
SJW,URC,CZ6953,1444304100,1444318800,1444304040.0,1444316880.0,1513.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,-1.0,-32.0,114,38,88,43,2890,17.1,21.1,13.1,0.0,1019.6,341.0,10.0
JDZ,XMN,SC4936,1445267700,1445272500,1445267640.0,1445271780.0,1920.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,-1.0,-12.0,117,29,118,24,279,20.8,27.0,14.5,0.0,1013.8,42.0,3.0
HET,WUH,ZH9854,1444972200,1444980000,1444972320.0,1444978560.0,1106.0,正常,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2.0,-24.0,111,40,114,30,539,12.6,20.6,4.5,0.0,1018.2,332.0,12.0
SJW,CKG,PN6350,1445781600,1445790600,1445782620.0,1445790180.0,327.0,正常,2015-10-25,2015-10-25,2015-10-25,2015-10-25,17.0,-7.0,114,38,106,29,950,11.9,13.3,10.5,2.9,1025.4,338.0,4.0
NKG,CKG,MU2845,1445763900,1445772300,1445764620.0,1445771520.0,1963.0,正常,2015-10-25,2015-10-25,2015-10-25,2015-10-25,12.0,-13.0,118,31,106,29,1336,20.9,23.3,18.5,0.0,1020.3,94.0,15.0
KWL,PVG,FM9382,1444001700,1444009800,1444001700.0,1444008420.0,1577.0,正常,2015-10-04,2015-10-05,2015-10-04,2015-10-05,0.0,-23.0,110,25,121,31,1254,22.8,25.7,19.8,17.9,1016.7,19.0,18.0
TYN,PVG,MU2402,1445211900,1445218800,1445211720.0,1445218740.0,690.0,正常,2015-10-18,2015-10-19,2015-10-18,2015-10-19,-3.0,-1.0,112,37,121,31,1042,15.1,18.5,11.7,0.0,1021.3,49.0,14.0
KWL,CGO,EU2252,1445417700,1445425200,1445417880.0,1445424960.0,830.0,正常,2015-10-21,2015-10-21,2015-10-21,2015-10-21,3.0,-4.0,110,25,113,34,494,23.9,29.9,17.9,0.0,1013.3,3.0,6.0
HFE,SHE,ZH9456,1445420700,1445429100,1445422200.0,1445429400.0,292.0,正常,2015-10-21,2015-10-21,2015-10-21,2015-10-21,25.0,5.0,117,31,123,41,866,20.1,26.4,13.8,0.0,1017.3,64.0,9.0
FOC,CKG,CA4570,1444550700,1444560000,1444552080.0,1444560840.0,42.0,正常,2015-10-11,2015-10-11,2015-10-11,2015-10-11,23.0,14.0,119,26,106,29,1450,22.6,25.5,19.6,0.0,1021.2,316.0,9.0
NKG,PEK,MU2811,1445560500,1445567100,1445560980.0,1445566260.0,1963.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,8.0,-14.0,118,31,116,40,505,21.4,25.0,17.9,0.0,1017.9,48.0,9.0
HGH,CKG,CA4554,1446002400,1446012000,1446005220.0,1446013140.0,505.0,正常,2015-10-28,2015-10-28,2015-10-28,2015-10-28,47.0,19.0,120,30,106,29,1557,16.9,19.8,13.9,0.0,1021.7,57.0,6.0
TAO,HET,CZ6928,1443863100,1443870000,1443864600.0,1443870660.0,920.0,正常,2015-10-03,2015-10-03,2015-10-03,2015-10-03,25.0,11.0,120,36,111,40,1018,21.4,25.2,17.6,0.0,1022.6,127.0,11.0
SHE,CGO,ZH9437,1444096500,1444104600,1444096980.0,1444104540.0,973.0,正常,2015-10-06,2015-10-06,2015-10-06,2015-10-06,8.0,-1.0,123,41,113,34,1168,20.4,26.1,14.6,0.0,1015.9,190.0,8.0
URC,PEK,CZ6901,1445652000,1445664900,1445654820.0,1445665860.0,203.0,正常,2015-10-24,2015-10-24,2015-10-24,2015-10-24,47.0,16.0,88,43,116,40,3113,0.7,1.6,-0.3,0.0,1038.9,352.0,6.0
FOC,CKG,MF8485,1445936700,1445946600,1445938920.0,1445947680.0,1894.0,正常,2015-10-27,2015-10-27,2015-10-27,2015-10-27,37.0,18.0,119,26,106,29,1450,25.6,31.2,20.0,2.8,1016.7,354.0,9.0
NKG,SZX,CZ3828,1444641600,1444650300,1444643820.0,1444650420.0,490.0,正常,2015-10-12,2015-10-12,2015-10-12,2015-10-12,37.0,2.0,118,31,113,22,701,16.9,23.4,10.4,0.0,1024.2,355.0,5.0
SJW,HFE,NS3233,1445817600,1445823900,1445818320.0,1445823840.0,329.0,正常,2015-10-26,2015-10-26,2015-10-26,2015-10-26,12.0,-1.0,114,38,117,31,472,12.4,16.5,8.4,0.0,1019.7,261.0,11.0
XMN,KMG,MF8417,1444795500,1444805400,1444796100.0,1444805220.0,347.0,正常,2015-10-14,2015-10-14,2015-10-14,2015-10-14,10.0,-3.0,118,24,102,24,1779,22.8,26.6,18.9,0.0,1017.9,34.0,12.0
SHE,SJW,JD5536,1445161500,1445167200,1445163180.0,1445168220.0,456.0,正常,2015-10-18,2015-10-18,2015-10-18,2015-10-18,28.0,17.0,123,41,114,38,1013,9.6,12.8,6.3,0.0,1024.1,27.0,8.0
TYN,PEK,MU5199,1444275000,1444279500,1444275360.0,1444278360.0,1186.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,6.0,-19.0,112,37,116,40,464,12.2,15.1,9.2,0.0,1023.0,250.0,10.0
TGO,HET,GS6696,1444471800,1444478400,1444471500.0,1444476600.0,520.0,正常,2015-10-10,2015-10-10,2015-10-10,2015-10-10,-5.0,-30.0,122,43,111,40,1231,8.9,13.2,4.6,4.7,1008.5,292.0,9.0
HET,TYN,8L9986,1444219200,1444222500,1444219980.0,1444222800.0,1473.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,13.0,5.0,111,40,112,37,165,11.6,15.9,7.2,0.0,1024.6,340.0,22.0
KWL,HGH,HU7026,1444380900,1444388100,1444383480.0,1444389300.0,1691.0,正常,2015-10-09,2015-10-09,2015-10-09,2015-10-09,43.0,20.0,110,25,120,30,1135,21.3,22.4,20.2,0.2,1016.8,12.0,10.0
SHE,NKG,MF8062,1444884900,1444892700,1444887240.0,1444894260.0,208.0,正常,2015-10-15,2015-10-15,2015-10-15,2015-10-15,39.0,26.0,123,41,118,31,790,15.3,23.5,7.2,0.0,1017.9,182.0,5.0
FOC,PVG,HO1110,1444746300,1444751700,1444746900.0,1444751220.0,1406.0,正常,2015-10-13,2015-10-13,2015-10-13,2015-10-13,10.0,-8.0,119,26,121,31,355,20.9,25.2,16.5,0.0,1021.9,355.0,9.0
CGO,PEK,CA1332,1443749700,1443755100,1443749460.0,1443753780.0,2142.0,正常,2015-10-02,2015-10-02,2015-10-02,2015-10-02,-4.0,-22.0,113,34,116,40,433,18.4,26.3,10.4,0.8,1015.9,270.0,5.0
URC,CGO,HU7811,1444441500,1444454700,1444441680.0,1444453320.0,498.0,正常,2015-10-10,2015-10-10,2015-10-10,2015-10-10,3.0,-23.0,88,43,113,34,2777,15.3,20.7,10.0,0.0,1018.4,122.0,13.0
KWL,CGO,EU2252,1444208100,1444215600,1444207860.0,1444213980.0,830.0,正常,2015-10-07,2015-10-07,2015-10-07,2015-10-07,-4.0,-27.0,110,25,113,34,494,25.1,29.7,20.6,0.1,1013.5,42.0,6.0
HFE,SZX,ZH9798,1445593800,1445601900,1445599500.0,1445606520.0,1643.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,95.0,77.0,117,31,113,22,612,21.6,26.0,17.2,0.0,1017.7,115.0,4.0
KWL,HGH,HU7026,1444640100,1444647900,1444641480.0,1444648140.0,353.0,正常,2015-10-12,2015-10-12,2015-10-12,2015-10-12,23.0,4.0,110,25,120,30,1135,21.9,27.6,16.2,0.0,1020.9,17.0,6.0
SHE,PEK,CZ6101A,1443742800,1443748200,1443742860.0,1443747420.0,,正常,2015-10-01,2015-10-02,2015-10-01,2015-10-02,1.0,-13.0,123,41,116,40,780,11.8,15.9,7.6,4.6,1006.5,270.0,14.0
CKG,URC,HU7378,1446033300,1446047700,1446033600.0,1446046260.0,1566.0,正常,2015-10-28,2015-10-28,2015-10-28,2015-10-28,5.0,-24.0,106,29,88,43,1995,17.9,19.5,16.2,0.0,1017.3,299.0,5.0
TGO,HET,G52768,1445944800,1445951100,1445944200.0,1445950260.0,834.0,正常,2015-10-27,2015-10-27,2015-10-27,2015-10-27,-10.0,-14.0,122,43,111,40,1231,3.2,6.2,0.3,0.0,1015.2,274.0,14.0
SYX,FOC,MF8396,1445569500,1445577300,1445570880.0,1445578020.0,632.0,正常,2015-10-23,2015-10-23,2015-10-23,2015-10-23,23.0,12.0,109,18,119,26,1166,24.2,27.1,21.4,0.0,1013.6,50.0,16.0
CGO,PEK,CA1326,1445506500,1445511300,1445506920.0,1445510880.0,631.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,7.0,-7.0,113,34,116,40,433,13.9,15.2,12.6,,1022.2,39.0,5.0
SHE,PVG,9C8934,1444542300,1444549800,1444542720.0,1444550040.0,858.0,正常,2015-10-11,2015-10-11,2015-10-11,2015-10-11,7.0,4.0,123,41,121,31,629,8.3,11.2,5.4,0.4,1014.8,15.0,6.0
TYN,HFE,HU7029,1443658800,1443663900,1443659280.0,1443663840.0,796.0,正常,2015-10-01,2015-10-01,2015-10-01,2015-10-01,8.0,-1.0,112,37,117,31,620,14.2,20.1,8.4,0.0,1020.6,234.0,8.0
SYX,HGH,HU7659,1445853900,1445864400,1445855100.0,1445863680.0,2212.0,正常,2015-10-26,2015-10-26,2015-10-26,2015-10-26,20.0,-12.0,109,18,120,30,1336,24.4,27.0,21.9,0.0,1015.5,44.0,17.0
WUH,PEK,MU2451,1445993400,1446000600,1445993820.0,1445999520.0,467.0,正常,2015-10-28,2015-10-28,2015-10-28,2015-10-28,7.0,-18.0,114,30,116,40,519,14.9,18.3,11.5,5.1,1020.7,32.0,8.0
HET,PEK,JD5120,1445528100,1445532600,1445529060.0,1445531820.0,692.0,正常,2015-10-22,2015-10-22,2015-10-22,2015-10-22,16.0,-13.0,111,40,116,40,555,8.8,10.9,6.6,0.0,1022.1,236.0,6.0
URC,PEK,CZ6901,1445739900,1445753400,1445740860.0,1445751720.0,2453.0,正常,2015-10-25,2015-10-25,2015-10-25,2015-10-25,16.0,-28.0,88,43,116,40,3113,1.4,5.7,-2.8,0.0,1039.4,141.0,7.0
KWL,PEK,CZ3281,1445212800,1445221800,1445212800.0,1445221260.0,346.0,正常,2015-10-19,2015-10-19,2015-10-19,2015-10-19,0.0,-9.0,110,25,116,40,927,24.9,30.1,19.8,0.0,1012.4,25.0,7.0
SHE,PVG,9C8840,1444271100,1444279500,1444271520.0,1444278600.0,858.0,正常,2015-10-08,2015-10-08,2015-10-08,2015-10-08,7.0,-15.0,123,41,121,31,629,13.7,16.2,11.2,0.0,1014.3,26.0,6.0
URC,NKG,CZ6621,1444366200,1444381800,1444366260.0,1444380120.0,1785.0,正常,2015-10-09,2015-10-09,2015-10-09,2015-10-09,1.0,-28.0,88,43,118,31,3331,12.4,18.0,6.9,0.0,1020.5,69.0,5.0
